response,context/0,context/1,context/2,context/3,context/4
This is so unfair! I liked you back when you were a cyclops! That guy's only interested now that you have two eyes.,"I don't know what else to say, so I'll just say it. Okey-dokey, see you then.",Sure!,"I've never been good with words, which is why I'm in such a delicate conundrum. Will you go out with me this Sunday?",What are you saying?,"Just follow the light with your eyes. Perfect! You know, a guy could fall head-over-heels for a gal like you. As for me, I'm somewhat interested myself."
"No, I'm not! Oh, wait, I am. But my point remains valid!",You're just jealous!,This is so unfair! I liked you back when you were a cyclops! That guy's only interested now that you have two eyes.,"I don't know what else to say, so I'll just say it. Okey-dokey, see you then.",Sure!,"I've never been good with words, which is why I'm in such a delicate conundrum. Will you go out with me this Sunday?"
What's so wonderful about Leela being normal? The rest of us aren't normal and that's what makes us great. Like Dr. Zoidberg: He's a weird monster who smells like he eats garbage and does.,"Oh, Adlai, stop!","Uh, listen: I just want you all to know your Leela's one standard lady.",Totally.,Thanks for coming out to get to know my boyfriend. Isn't he dreamy?,"Leela, you're 999,999 in a million!"
"And the professor's a senile, amoral crackpot. Hermes is a Rastafarian accountant.",Damn right!,What's so wonderful about Leela being normal? The rest of us aren't normal and that's what makes us great. Like Dr. Zoidberg: He's a weird monster who smells like he eats garbage and does.,"Oh, Adlai, stop!","Uh, listen: I just want you all to know your Leela's one standard lady.",Totally.
Amy's a klutz from Mars.,Tally me banana.,"And the professor's a senile, amoral crackpot. Hermes is a Rastafarian accountant.",Damn right!,What's so wonderful about Leela being normal? The rest of us aren't normal and that's what makes us great. Like Dr. Zoidberg: He's a weird monster who smells like he eats garbage and does.,"Oh, Adlai, stop!"
"I already did! So, Leela, do you wanna be like us? Or do you wanna be like Adlai with no severe mental or social problems whatsoever?","And Fry, you've got that brain thing.",Sploops!,Amy's a klutz from Mars.,Tally me banana.,"And the professor's a senile, amoral crackpot. Hermes is a Rastafarian accountant."
You are a calculator.,"Now to figure out how much money I'm raking in off those twerps! Oh, I need a calculator.","OK, kids. It's 9:00, you know what that means. Daddy's sick of looking at you so go to bed. The grown-ups have to talk. Come on, Ma.","Yeah, show us the picture! There he is!","Bender's Arrest Record by the police. On March 3rd at 2pm, Bender was caught shoplifting!",We wanna hear this one again!
There goes my new kitchen cabinets.,"I mean a good calculator. Minus the food, the bunny rabbit wallpaper -- I'm getting 100 bucks a kid and they're costing 110!",You are a calculator.,"Now to figure out how much money I'm raking in off those twerps! Oh, I need a calculator.","OK, kids. It's 9:00, you know what that means. Daddy's sick of looking at you so go to bed. The grown-ups have to talk. Come on, Ma.","Yeah, show us the picture! There he is!"
Yay!,Damn right I was!,"Oh, and I suppose you were fine the way you were?",She doesn't need an operation! She's fine the way she is!,"Oh, alright. If you really want that one, I can give her an operation to make her acceptable.",Well? So what? She may be different but she still deserves a good home.
It's good to have the old weird-looking Leela back.,"In recognition of Bender's generous gift of 12 orphans and a government cheque for 1200 wing-wangs, I hereby rename this building the Bender B. Rodriguez Orphanarium!","Listen, buddy. By the end of the day, one of us is going to have one eye.",Why should I do that?,Now take me to the hospital and put my eye back the way it was. Right now!,I also have a tail!
"Leela, there's nothing wrong with anything.","Aww! You're a true friend, Fry. I guess there's nothing wrong with being a little weird.",It's good to have the old weird-looking Leela back.,"In recognition of Bender's generous gift of 12 orphans and a government cheque for 1200 wing-wangs, I hereby rename this building the Bender B. Rodriguez Orphanarium!","Listen, buddy. By the end of the day, one of us is going to have one eye.",Why should I do that?
Huzzah!,"Good news, everyone! Today marks our dear friend Dr. Zoidberg's 10th year with Planet Express. Huzzahs are in order.",Futurama is brought to you by ... ... Thompson's Teeth: The only teeth strong enough to eat other teeth.,"By Bill Odenkirk Transcribed by Dave, The Neutral Planet",FUTURAMA,"Hey, I smoke a cigar, not a candy cane. Sheesh! Hey, what the? Get away! Come on! I just got all the gum off of there! Hey! Hey! I hate you! I hate you all!"
"Oh, no, I'm boned! I haven't paid into the pension either. What'll I do when I retire?",You kept track of it all these years!,"Yes, yes. Now here's your pension statement. It's empty because you haven't paid into it, you dumb stinkbug!","Look! Coupons! I can get two oil changes for the price of one! Now if I could only afford the one ... and the car. Ah, the years! So many memories, so many strange fluids gushing out of patients' bodies--","I will now read the mandatory speech. Dear employee: Has it really been five, 10 or 15 years? If not, please disregard this and get back to work. Distribute token of appreciation and applaud.",Hooray for me! Hooray for Zoidberg!
"Hey, I don't see you planning for your old age.",I thought you were retired.,"Oh, no, I'm boned! I haven't paid into the pension either. What'll I do when I retire?",You kept track of it all these years!,"Yes, yes. Now here's your pension statement. It's empty because you haven't paid into it, you dumb stinkbug!","Look! Coupons! I can get two oil changes for the price of one! Now if I could only afford the one ... and the car. Ah, the years! So many memories, so many strange fluids gushing out of patients' bodies--"
Well I'm gonna take action. It's time to check on my retirement fund. Damn! Still only 100.,I got plans. I'm gonna turn my on off switch to off.,"Hey, I don't see you planning for your old age.",I thought you were retired.,"Oh, no, I'm boned! I haven't paid into the pension either. What'll I do when I retire?",You kept track of it all these years!
He's right! I've gotta start investing wisely.,"A penny saved is a penny earned. Also, could you get some athlete's foot cream for my face?",Well I'm gonna take action. It's time to check on my retirement fund. Damn! Still only 100.,I got plans. I'm gonna turn my on off switch to off.,"Hey, I don't see you planning for your old age.",I thought you were retired.
"Well, I'm down to my last lottery ticket. Cherry. Cherry! Mule. Crud!",He's right! I've gotta start investing wisely.,"A penny saved is a penny earned. Also, could you get some athlete's foot cream for my face?",Well I'm gonna take action. It's time to check on my retirement fund. Damn! Still only 100.,I got plans. I'm gonna turn my on off switch to off.,"Hey, I don't see you planning for your old age."
You gotta spend money to make money.,You're opening a retirement account for 6? I'm sure a wealthy ... ... mule farmer like yourself is aware that we charge a 10 monthly fee.,"So, you got six bucks left to retire on. I recommend Tender Vittles.","Well, I'm down to my last lottery ticket. Cherry. Cherry! Mule. Crud!",He's right! I've gotta start investing wisely.,"A penny saved is a penny earned. Also, could you get some athlete's foot cream for my face?"
I sure do! That's the real robber and I'll never forget his name as long as I live. And that name is--,"Mr. Fry, do you recognise the robot a-huggin' on you in this here hologram?","Your Honour, I move that I be disbarred for introducing this evidence against my own clients.","Well, let's see. My memory's a little fuzzy, but it went exactly like this:","As the surveillance camera for the bank what all the judge was a-jawing about, could ya'll tell us what you done seen the day of the crime?","The charge is bank robbery. Now, my caddie chauffeur informs me that a bank is a place where people put money that isn't properly invested. Therefore, robbing a bank is tantamount to that most heinous of crimes: Theft of money!"
You're right. You're right. It was--,Fry! Just give a name. You don't wanna look stupid on Court TV!,I sure do! That's the real robber and I'll never forget his name as long as I live. And that name is--,"Mr. Fry, do you recognise the robot a-huggin' on you in this here hologram?","Your Honour, I move that I be disbarred for introducing this evidence against my own clients.","Well, let's see. My memory's a little fuzzy, but it went exactly like this:"
I refuse to testify on the grounds that my organs will be chopped up into a patt.,"...also be made of your lungs. So long, pal.",...and the other hamburger will...,Yes? What? You say if I testify I'll be killed? Oh. It's for you.,You're right. You're right. It was--,Fry! Just give a name. You don't wanna look stupid on Court TV!
