response,context/0,context/1,context/2,context/3,context/4
Albus Dumbledore is the greatest sorcerer in the world.,"No. I fashioned myself a new name, a name I knew wizards everywhere would fear to speak when I became the greatest sorcerer in the world.",Surely you didn't think .I was going to keep my filthy Muggle father's name?,You're Voldemort.,You. You're the Heir of Slytherin.,"Voldemort is my past, present and future."
He'll never be gone.,Dumbledore's been driven out of this castle by the mere memory of me.,Albus Dumbledore is the greatest sorcerer in the world.,"No. I fashioned myself a new name, a name I knew wizards everywhere would fear to speak when I became the greatest sorcerer in the world.",Surely you didn't think .I was going to keep my filthy Muggle father's name?,You're Voldemort.
Not as long as those who remain are loyal to him.,He'll never be gone.,Dumbledore's been driven out of this castle by the mere memory of me.,Albus Dumbledore is the greatest sorcerer in the world.,"No. I fashioned myself a new name, a name I knew wizards everywhere would fear to speak when I became the greatest sorcerer in the world.",Surely you didn't think .I was going to keep my filthy Muggle father's name?
Fawkes?,Not as long as those who remain are loyal to him.,He'll never be gone.,Dumbledore's been driven out of this castle by the mere memory of me.,Albus Dumbledore is the greatest sorcerer in the world.,"No. I fashioned myself a new name, a name I knew wizards everywhere would fear to speak when I became the greatest sorcerer in the world."
Ginny?,Lord Voldemort will return .very much alive.,"In a few minutes, Ginny Weasley will be dead, and I will cease to be a memory.",The process is nearly complete.,"Yes, Potter.","No! Your bird may have blinded the basilisk, but it can still hear you."
Ginny?,Stop. No!,What are you doing?,"Funny, the damage a silly little book can do especially in the hands of a silly little girl.","You'll be with your dear Mudblood mother soon, Harry.",I'd guess you have little more than a minute to live.
Don't worry.,"Harry, you're hurt.","Riddle made me, and...","But I swear, I didn't mean to.","Harry, It was me.",Ginny?
"Ginny, you need to get yourself out.",Don't worry.,"Harry, you're hurt.","Riddle made me, and...","But I swear, I didn't mean to.","Harry, It was me."
Follow the Chamber and you'll find Ron.,"Ginny, you need to get yourself out.",Don't worry.,"Harry, you're hurt.","Riddle made me, and...","But I swear, I didn't mean to."
"You were brilliant, Fawkes.",Follow the Chamber and you'll find Ron.,"Ginny, you need to get yourself out.",Don't worry.,"Harry, you're hurt.","Riddle made me, and..."
I just wasn't quick enough.,"You were brilliant, Fawkes.",Follow the Chamber and you'll find Ron.,"Ginny, you need to get yourself out.",Don't worry.,"Harry, you're hurt."
Of course.,I just wasn't quick enough.,"You were brilliant, Fawkes.",Follow the Chamber and you'll find Ron.,"Ginny, you need to get yourself out.",Don't worry.
Phoenix tears have healing powers.,Of course.,I just wasn't quick enough.,"You were brilliant, Fawkes.",Follow the Chamber and you'll find Ron.,"Ginny, you need to get yourself out."
Thanks.,Phoenix tears have healing powers.,Of course.,I just wasn't quick enough.,"You were brilliant, Fawkes.",Follow the Chamber and you'll find Ron.
"It's all right, Ginny.",Thanks.,Phoenix tears have healing powers.,Of course.,I just wasn't quick enough.,"You were brilliant, Fawkes."
It's over.,"It's all right, Ginny.",Thanks.,Phoenix tears have healing powers.,Of course.,I just wasn't quick enough.
It's just a memory.,It's over.,"It's all right, Ginny.",Thanks.,Phoenix tears have healing powers.,Of course.
"Yes, sir.","You both realize, of course that in the past few hours, you have broken perhaps a dozen school rules.",This is just like magic!,Amazing!,It's just a memory.,It's over.
"Yes, sir.",There is sufficient evidence to have you both expelled.,"Yes, sir.","You both realize, of course that in the past few hours, you have broken perhaps a dozen school rules.",This is just like magic!,Amazing!
It's just...,"Am I right, Harry?",And second I sense that something is troubling you.,Nothing but that could have called Fawkes to you.,You must have shown me real loyalty down in the Chamber.,"Harry, First, I want to thank you, Harry."
"You see, sir, I couldn't help but notice certain things, certain...",It's just...,"Am I right, Harry?",And second I sense that something is troubling you.,Nothing but that could have called Fawkes to you.,You must have shown me real loyalty down in the Chamber.
Certain similarities between Tom Riddle and me.,"You see, sir, I couldn't help but notice certain things, certain...",It's just...,"Am I right, Harry?",And second I sense that something is troubling you.,Nothing but that could have called Fawkes to you.
Voldemort transferred some of his powers to me?,"If I'm not mistaken, Harry he transferred some of his powers to you the night he gave you that scar.",Because Lord Voldemort can speak Parseltongue.,"Well, you can speak Parseltongue, Harry. Why?",I see.,Certain similarities between Tom Riddle and me.
So the Sorting Hat was right.,Not intentionally but yes.,Voldemort transferred some of his powers to me?,"If I'm not mistaken, Harry he transferred some of his powers to you the night he gave you that scar.",Because Lord Voldemort can speak Parseltongue.,"Well, you can speak Parseltongue, Harry. Why?"
I should be in Slytherin.,So the Sorting Hat was right.,Not intentionally but yes.,Voldemort transferred some of his powers to me?,"If I'm not mistaken, Harry he transferred some of his powers to you the night he gave you that scar.",Because Lord Voldemort can speak Parseltongue.
Because I asked it to.,"Why, then, did the Sorting Hat place you in Gryffindor?","Determination, resourcefulness and if I may say so, a certain disregard for the rules.",It's true. You possess many of the qualities that Voldemort himself prizes.,I should be in Slytherin.,So the Sorting Hat was right.
Godric Gryffindor.,Be careful.,If you want proof why you belong in Gryffindor then I suggest you look more closely at this.,It is our choices.,It is not our abilities that show what we truly are.,Which makes you different from Voldemort.
Dobby.,It would take a true Gryffindor to pull that out of the hat.,Godric Gryffindor.,Be careful.,If you want proof why you belong in Gryffindor then I suggest you look more closely at this.,It is our choices.
So this is your master.,Dobby.,It would take a true Gryffindor to pull that out of the hat.,Godric Gryffindor.,Be careful.,If you want proof why you belong in Gryffindor then I suggest you look more closely at this.
The family you serve is the Malfoys.,So this is your master.,Dobby.,It would take a true Gryffindor to pull that out of the hat.,Godric Gryffindor.,Be careful.
Don't worry. I will be.,"Well, let us hope that Mr. Potter will always be around to save the day.",The consequences for the one responsible would be severe.,One hopes that no more of Lord Voldemort's old school-things should find their way into innocent hands.,"Fortunately, our young Mr. Potter discovered it.",I see.
Sir? I wonder if I could have that?,"Come, Dobby. We're leaving.",Dumbledore.,Don't worry. I will be.,"Well, let us hope that Mr. Potter will always be around to save the day.",The consequences for the one responsible would be severe.
Mr. Malfoy.,Sir? I wonder if I could have that?,"Come, Dobby. We're leaving.",Dumbledore.,Don't worry. I will be.,"Well, let us hope that Mr. Potter will always be around to save the day."
Mr. Malfoy!,Mr. Malfoy.,Sir? I wonder if I could have that?,"Come, Dobby. We're leaving.",Dumbledore.,Don't worry. I will be.
I have something of yours.,Mr. Malfoy!,Mr. Malfoy.,Sir? I wonder if I could have that?,"Come, Dobby. We're leaving.",Dumbledore.
"I think you do, sir.",Mine? I don't know what you're talking about.,I have something of yours.,Mr. Malfoy!,Mr. Malfoy.,Sir? I wonder if I could have that?
I think you slipped the diary into Ginny Weasley's cauldron that day at Diagon Alley.,"I think you do, sir.",Mine? I don't know what you're talking about.,I have something of yours.,Mr. Malfoy!,Mr. Malfoy.
Open it.,"Come, Dobby.",Why don't you prove it?,"You do, do you?",I think you slipped the diary into Ginny Weasley's cauldron that day at Diagon Alley.,"I think you do, sir."
Just promise me something.,How can Dobby ever repay him?,Harry Potter freed Dobby.,One day soon you are going to meet the same sticky end.,"Mark my words, Potter.",Your parents were meddlesome fools too.
Never try to save my life again.,"Anything, sir.",Just promise me something.,How can Dobby ever repay him?,Harry Potter freed Dobby.,One day soon you are going to meet the same sticky end.
We had loads of help from you.,I can't believe you solved it.,Congratulations.,It's good to be back.,"Welcome back, Hermione.",Harry. It's Hermione.
We couldn't have done it without you.,We had loads of help from you.,I can't believe you solved it.,Congratulations.,It's good to be back.,"Welcome back, Hermione."
"There's no Hogwarts without you, Hagrid.","And I'd just like to say that if it hadn't been for you, Harry and Ron and Hermione, of course I would still be you-know-where so I'd just like to say thanks.",Some ruddy bird called Errol.,The owl that delivered my release papers got all lost and confused.,Sorry I'm late.,"Oh, no."
Lumos Maxima...,"There's no Hogwarts without you, Hagrid.","And I'd just like to say that if it hadn't been for you, Harry and Ron and Hermione, of course I would still be you-know-where so I'd just like to say thanks.",Some ruddy bird called Errol.,The owl that delivered my release papers got all lost and confused.,Sorry I'm late.
Lumos Maxima...,Lumos Maxima...,"There's no Hogwarts without you, Hagrid.","And I'd just like to say that if it hadn't been for you, Harry and Ron and Hermione, of course I would still be you-know-where so I'd just like to say thanks.",Some ruddy bird called Errol.,The owl that delivered my release papers got all lost and confused.
Lumos Maxima...,Lumos Maxima...,Lumos Maxima...,"There's no Hogwarts without you, Hagrid.","And I'd just like to say that if it hadn't been for you, Harry and Ron and Hermione, of course I would still be you-know-where so I'd just like to say thanks.",Some ruddy bird called Errol.
