response,context,context/0
"The magic tricks? Guys, interventions are meant to help people, not to address every aspect you do not like.Sorry, but it warms me. It makes me boil! I mean, I am filled with a burning rage!  Thanks! Oh, shit.","Specifically, those with fire.",The magic tricks.
"Yes! In the mouth! You said that the Barney the future work out. You told me I was crazy. My shrink told me I was crazy. Which is the narcissist with severe emotional disorders, Dr. Grossbard? A banner of intervention?That's what?",What was your biggest problem with me and Stella?,We made too many interventions.
I can not remain indifferent...,Stella.,"Yes! In the mouth! You said that the Barney the future work out. You told me I was crazy. My shrink told me I was crazy. Which is the narcissist with severe emotional disorders, Dr. Grossbard? A banner of intervention?That's what?"
"Please. I can not remain impassive while you make the biggest mistake a man can do... get married. Keep my words, it will all part... Flames! Oh, shit! I sent the flame too soon. I had so many important things to say, and... The fact is, Ted, marriage is stupid. Each year there are a million girls aged 22, sexy, who go to bars and call me, glass half full, but I think they become beasts.",You kept it on you?,I can not remain indifferent...
I meet this challenge.,"Even you, you will meet more girls in 22 years when you get 80.","Please. I can not remain impassive while you make the biggest mistake a man can do... get married. Keep my words, it will all part... Flames! Oh, shit! I sent the flame too soon. I had so many important things to say, and... The fact is, Ted, marriage is stupid. Each year there are a million girls aged 22, sexy, who go to bars and call me, glass half full, but I think they become beasts."
Prove that I will be just as great at 80. I'll go out with a girl of 22 years with my old man makeup.,What challenge?,I meet this challenge.
"Good evening, young lady. You want a caramel?What do you mean, nothing in common? We're both older.","I'm not ready for this responsibility, let alone to be the stepfather of a 7 year old daughter. If I get married and moved to the suburbs, in a twinkling, I exchange old!","Ted, stop unpacking. You're in the process of pinball."
83 years. How old are you?,You're cute. How old are you?,"Good evening, young lady. You want a caramel?What do you mean, nothing in common? We're both older."
I think someone owes me  200.,"Oh, my God!","Who wants to go to the same old bar, sit at the same place and drink the same thing? The same thing! My favorite!"
This proves that I will be as great as that when I have 80 years. Tope my arthritis.,"Barney, it was not a gamble. Person...",I think someone owes me  200.
"You mean great? I am 80 years old guy, and I pack a girl of 22 years.","Because it will age like it or not, then the real question is: do we want to go forward or clinging desperately to the past and end up like that?",Why?
In an instant my child.,"Take me with you, darling. I want to see your medals from World War II.","You mean great? I am 80 years old guy, and I pack a girl of 22 years."
What? Why?,"Okay, it matters not.",In an instant my child.
It's amazing.,Amazing.,"So, let's raise our glasses of scotch at  2 500 for a year of hell."
I would much Red Bull.,Not at all.,"It's smoky, with hints of cedar and old... You see the difference between that and tape for  10?"
What...?,Good idea. I have the tape.,Yeah.
"Sorry, I hear you.",Barney is an intervention.,What...?
The trick in the middle?,"That's enough, the trick of old.","Sorry, I hear you."
Leave baby? I love this old rhyme!,Forget it.,The trick in the middle?
You're going to get my boat?,I will get my problem.,Leave baby? I love this old rhyme!
"Okay, burial of bachelorhood. Tonight, I have three exotic dancers most flexible physically and mentally that you've ever seen...",It is.,"OK, I'll be there. I gotta go. Good evening. And I'm Robin Scherbatsky. The talks have been arrested in the Middle East. Despite a promising start in the final negotiations, the talks foundered on security."
I'll tell you.,No time.,"Okay, burial of bachelorhood. Tonight, I have three exotic dancers most flexible physically and mentally that you've ever seen..."
What?,Do we really have to rent the cars for tomorrow.,I'll tell you.
"No, I recognize a lost cause, when I see it. That's why I'm not recycle. In addition, Ted getting married, it is my interest. You know...","No You not married, Ted? No You're making a big mistake, Ted? Have you stopped the fight against marriage?",What?
"I worked on an issue of utmost importance. I admit I was baffled. Until I decided to take the bull by the horns. Then, finally, I dcryptais code. GIVE THE MARRIAGE OF TED.","No, I recognize a lost cause, when I see it. That's why I'm not recycle. In addition, Ted getting married, it is my interest. You know...","No You not married, Ted? No You're making a big mistake, Ted? Have you stopped the fight against marriage?"
Let's hope. This weekend is my best chance to start with it.,So you come back to Robin.,"I worked on an issue of utmost importance. I admit I was baffled. Until I decided to take the bull by the horns. Then, finally, I dcryptais code. GIVE THE MARRIAGE OF TED."
"Lily, kidding. I want to look cutesy and romantic, but this weekend, Robin will be the only girl that I will draw.","You'll never there. Too many opportunities. The first bridesmaid drunk, you'll have your head under the dress as a photographer of yesteryear.",Let's hope. This weekend is my best chance to start with it.
The Collective Namaste Yoga and Meditation.,It's not really the place I imagined for the wedding of Ted.,"And the day before the wedding, Stella and I made the trip to Shelter Island. With others not far away."
You have anything like Scotch?,"Honey, will see the dirty hippie to the reservation there, we, we'll take to drink.","I know about you, but I will not namaster here too long."
"I need alcohol. I'm not gonna do that stuff with Robin.Look at that. Berry cocktail, conditioner meninges. I dream, these drinks could make a girl smarter. What hell Ted brought us?","Yes, and they are all 100 vegan.","Super, meals included, right?"
What? No. Robin must come.,I know. I understand something is no ex. Why would we want that history failed to come see one successful?It's like inviting the Seattle Mariners World Series. It's embarrassing for everyone.,What should I do?
"Dude, Robin has to be there.","I do not care, why do such.","That's true, this is my best friend. Girl friend. My best friend girl."
What are you parl...,It should not come.,"Dude, Robin has to be there."
"Co-witness, I'll handle this.",It's gonna be the worst phone call of all time.,It's the right decision.
"Robin, where are you?",Hello?,"Co-witness, I'll handle this."
"OK, in a few hours. Have a good flight. Bad news. I can not have it. Robin is gone.",I'm off to the airport.,"Robin, where are you?"
Yes.,You are Barney?,"So, first thing tomorrow I'm going to talk to him, convince him to let me take Lucy, then boom, crisis solved. Stella is happy. Robin comes to marriage."
I'm here with someone.,"I heard you were a real bstrd, so listen. Tomorrow night, I want to do things so nasty and depraved that I forget that it was supposed to be my wedding.",Yes.
"Dear wife, thank you for the interest you have for Barney Stinson...",This is the big day. You hydrate?,"Road Trip OK?  Road Trip 2, back in the car."
I regret to inform you that at this time...,Your back will look like a Jackson Pollock.,"Dear wife, thank you for the interest you have for Barney Stinson..."
There are currently no positions available.,I have been vegan for 2 years. I need meat.,I regret to inform you that at this time...
