response,context/0,context/1,context/2,context/3,context/4
Shes not crazy is she?,Ah!,"Well, its always nice to meet the fans.","Hi! I love you on that show! I watch you everyday! I mean, when you took out your own kidney to save your ex-wife even though she tired to kill you",Hi!,Hi!
"So uh, how you doin?",No.,Shes not crazy is she?,Ah!,"Well, its always nice to meet the fans.","Hi! I love you on that show! I watch you everyday! I mean, when you took out your own kidney to save your ex-wife even though she tired to kill you"
Hey there you are!,"Hang on! Hang on! Hang on!  What kind of name is Brendy? I Whatever Stop talking! All right, from now on your name is Joan. You can pick your own last name.","So uh, how you doin?",No.,Shes not crazy is she?,Ah!
"All right, heres a list of things for you to do today. Man, this going to be so great! Thank you so much! All right, I got to go to work Im delivering twins today, but only one of them is mine!","Uh-oh, its my boss!",Hey there you are!,"Hang on! Hang on! Hang on!  What kind of name is Brendy? I Whatever Stop talking! All right, from now on your name is Joan. You can pick your own last name.","So uh, how you doin?",No.
"Hey! Is uh, is she gonna be all right?","Oh just great. He beeps me now with codes. One is, Bring me food. Two is, Im with a girl, bring us food. Three is, Im lost and I cant find food.",Sorry. So hows it going with Joey?,"Yeah! Or too, you could be two stockbrokers and youre-youre-youre rolling around naked on the trading floor and everybodys watching!  It never happened.","Okay, I think I got it.",Roll playing You could be the warden; she could be the prisoner. You could be the pirate; she could be the wench!
"Oh great.  Hey! Go take off those pants, they look ready!",Yeah! Shes right in there!,"Hey! Is uh, is she gonna be all right?","Oh just great. He beeps me now with codes. One is, Bring me food. Two is, Im with a girl, bring us food. Three is, Im lost and I cant find food.",Sorry. So hows it going with Joey?,"Yeah! Or too, you could be two stockbrokers and youre-youre-youre rolling around naked on the trading floor and everybodys watching!  It never happened."
"All right, and over there is Bradys Pub where I like to unwind after a long day of surgeoning.","Oh great.  Hey! Go take off those pants, they look ready!",Yeah! Shes right in there!,"Hey! Is uh, is she gonna be all right?","Oh just great. He beeps me now with codes. One is, Bring me food. Two is, Im with a girl, bring us food. Three is, Im lost and I cant find food.",Sorry. So hows it going with Joey?
"Well, that is a large piece of television equipment.  And uh that is an old man! Hey old man!",Wow! This is so amazing! What else? What else?,"All right, and over there is Bradys Pub where I like to unwind after a long day of surgeoning.","Oh great.  Hey! Go take off those pants, they look ready!",Yeah! Shes right in there!,"Hey! Is uh, is she gonna be all right?"
"All righty, what do you say we head back to my place?",Hey!,"Well, that is a large piece of television equipment.  And uh that is an old man! Hey old man!",Wow! This is so amazing! What else? What else?,"All right, and over there is Bradys Pub where I like to unwind after a long day of surgeoning.","Oh great.  Hey! Go take off those pants, they look ready!"
"Why?  Why cant the world stop turning, just for a moment? Just for us?","Wow! Umm, yknow, I-I would really love to, but I-I shouldnt.","All righty, what do you say we head back to my place?",Hey!,"Well, that is a large piece of television equipment.  And uh that is an old man! Hey old man!",Wow! This is so amazing! What else? What else?
"Uh, yeah but uh,  I may have said those things before but, I never truly meant them. Until now.",Isnt that a line from the show?!,"Why?  Why cant the world stop turning, just for a moment? Just for us?","Wow! Umm, yknow, I-I would really love to, but I-I shouldnt.","All righty, what do you say we head back to my place?",Hey!
"Okay, you watch too much TV.",Thats a line from the show too!,"Uh, yeah but uh,  I may have said those things before but, I never truly meant them. Until now.",Isnt that a line from the show?!,"Why?  Why cant the world stop turning, just for a moment? Just for us?","Wow! Umm, yknow, I-I would really love to, but I-I shouldnt."
Thanks!,"Okay, you watch too much TV.",Thats a line from the show too!,"Uh, yeah but uh,  I may have said those things before but, I never truly meant them. Until now.",Isnt that a line from the show?!,"Why?  Why cant the world stop turning, just for a moment? Just for us?"
"I thought we talked about this. I dont like pulp. No pulp. Pulp isnt juice. All juice, okay?",Yeah?,Thanks!,"Okay, you watch too much TV.",Thats a line from the show too!,"Uh, yeah but uh,  I may have said those things before but, I never truly meant them. Until now."
"Oh my God, Im sorry, Im being so rude.  Rachel, would like a soda or something? Because Chandler would run right out and get it.","Im sorry, I guess I just like the pulp.","I thought we talked about this. I dont like pulp. No pulp. Pulp isnt juice. All juice, okay?",Yeah?,Thanks!,"Okay, you watch too much TV."
Iced tea.,"Yeah sure, iced tea would be great.","Oh my God, Im sorry, Im being so rude.  Rachel, would like a soda or something? Because Chandler would run right out and get it.","Im sorry, I guess I just like the pulp.","I thought we talked about this. I dont like pulp. No pulp. Pulp isnt juice. All juice, okay?",Yeah?
Did I not just tell him?,"Okay, anything for you sir?",Iced tea.,"Yeah sure, iced tea would be great.","Oh my God, Im sorry, Im being so rude.  Rachel, would like a soda or something? Because Chandler would run right out and get it.","Im sorry, I guess I just like the pulp."
"Youre gonna throw that juice at me, arent ya?","Yes, you did.",Did I not just tell him?,"Okay, anything for you sir?",Iced tea.,"Yeah sure, iced tea would be great."
"Hey! Hey Chandler look, I know youre mad, but I just want to say Im sorry. I-I was a total jerk. Completely o-over the line. Uh, I just I hate pulp! Yknow? I mean, yknow how Monica feels about low fat mayonnaise?",Okay!!,You wanna share it?,Wait a minute!  My last Kit-Kat bar!,Aww.,Oh my God! Thats great! Oh wow!  Youre a published writer! I wish I had a present for you!
"Yeah, o-o-o-o-okay anyway, I just wanted to say Im sorry. Here.",Its not mayonnaise!!,"Hey! Hey Chandler look, I know youre mad, but I just want to say Im sorry. I-I was a total jerk. Completely o-over the line. Uh, I just I hate pulp! Yknow? I mean, yknow how Monica feels about low fat mayonnaise?",Okay!!,You wanna share it?,Wait a minute!  My last Kit-Kat bar!
"Fresh squeezed orange juice, with pulp! Just the way you like it.",Whats this?,"Yeah, o-o-o-o-okay anyway, I just wanted to say Im sorry. Here.",Its not mayonnaise!!,"Hey! Hey Chandler look, I know youre mad, but I just want to say Im sorry. I-I was a total jerk. Completely o-over the line. Uh, I just I hate pulp! Yknow? I mean, yknow how Monica feels about low fat mayonnaise?",Okay!!
Oh my God! Thats great! Congratulations! Whats the story?!,"Hey Joey, Chandler sold a story to Archie Comics!","Aww, thanks man.","Fresh squeezed orange juice, with pulp! Just the way you like it.",Whats this?,"Yeah, o-o-o-o-okay anyway, I just wanted to say Im sorry. Here."
Are you kidding me?! I love Archie! And the whole gang!,"Oh you wouldnt uh, care. Its just a stupid comic book story.",Oh my God! Thats great! Congratulations! Whats the story?!,"Hey Joey, Chandler sold a story to Archie Comics!","Aww, thanks man.","Fresh squeezed orange juice, with pulp! Just the way you like it."
Wait a minute. That sounds a little familiar! Did they already do that one? Cause I think I read it!,"Well uh, Archie needs money to fix his jalopy , uh but he doesnt want Reggie to just give him the money. So Reggie hires him as his assistas his butler. And then makes him do all these crazy things like bring him milkshakes that cant have lumps in them.",Are you kidding me?! I love Archie! And the whole gang!,"Oh you wouldnt uh, care. Its just a stupid comic book story.",Oh my God! Thats great! Congratulations! Whats the story?!,"Hey Joey, Chandler sold a story to Archie Comics!"
"I know.  Yeah, his name is Pat.","Ohh, I mean its just so realistic!","Hmm, pulling in a salary in the high six figures or rubbing gross naked people for chump changeooh, what do I do?! What will I do?!","Uh, what about yknow the massage thing? That never gave you a heart attack.",Yeah that was lucrative! Smart like your brother!,"Well, you used to like playing the guitar."
"Do you uh, do youready for a refill?",Pat the dog. Oh! Oh! I get it!!,"I know.  Yeah, his name is Pat.","Ohh, I mean its just so realistic!","Hmm, pulling in a salary in the high six figures or rubbing gross naked people for chump changeooh, what do I do?! What will I do?!","Uh, what about yknow the massage thing? That never gave you a heart attack."
"Pretty cool, huh? But if youre thinking you can put a fish in there and it wouldnt get sucked up into the mechanism, well youd be wrong.","Oh, I probably shouldntso I will!  Oh! Wow! Its like its raining!","Do you uh, do youready for a refill?",Pat the dog. Oh! Oh! I get it!!,"I know.  Yeah, his name is Pat.","Ohh, I mean its just so realistic!"
"Its uh, right through there.","Umm, can I use your bathroom?","Pretty cool, huh? But if youre thinking you can put a fish in there and it wouldnt get sucked up into the mechanism, well youd be wrong.","Oh, I probably shouldntso I will!  Oh! Wow! Its like its raining!","Do you uh, do youready for a refill?",Pat the dog. Oh! Oh! I get it!!
"Yeah, lifes pretty great isnt it?","Okay.  God yknow, if someone told me a week ago that I would be peeing in Joey Tribbianis apartment","Its uh, right through there.","Umm, can I use your bathroom?","Pretty cool, huh? But if youre thinking you can put a fish in there and it wouldnt get sucked up into the mechanism, well youd be wrong.","Oh, I probably shouldntso I will!  Oh! Wow! Its like its raining!"
"Well, with Dr. Drake they always tell me what to say. And with Joey, I pretty much have to make it up on my own.","Joey, youre such an amazing actor!  How do you know where Dr. Drake Remoray leaves off and Joey Tribbiani begins?",So was I.,I was kidding.,Okay.,Oh really? When? Do you wanna do it with me?
