episode,line,character
05x02,You're a terrible couple. Lily has taken all the man out of you. I used to think that's just every relationship. But what I've got with Robin proves that you can have a girlfriend and fully functioning male genitalia all at the same time.,Barney
05x02,"Okay, right. So, if Robin knew that you were here, she would be completely fine with it?",Marshall
05x02,"Are you kidding? She'd sprint down here with a purse full of singles and a poncho for the 10:30 Jell-O show. BT-Dub, I called ahead it's lime.",Barney
05x02,"Meanwhile, Jen and I were at my favourite first date restaurant... for the second time.",Ted 
05x02,"So, Jen, what do you do?",Ted
05x02,I'm between jobs banking crisis.,Jen
05x02,I'm between jobs Internet bubble burst. Makes me realize I should go into something more stable... like banking. So what about you?,Jen
05x02,"I'm an architect. Hopefully, one day, I can use my own humble brush on the masterpiece that isManhattan's skyline.",Ted
05x02,"I teach architecture. Get 50 off so, that's pretty sweet.",Ted
05x02,Married!,Marshall
05x02,What is wrong with you? You're just looking. It's like fantasizing about other women. It's harmless. Wait. Don't tell me you don't fantasize about other women.,Barney
05x02,I do! It's just not that easy.,Marshall
05x02,False! I once fantasized about that silhouette chick you see on a truck's mudflaps. Took me less than a mile.,Barney
05x02,"Not everyone is you, okay, Barney? Even when I do start to have a dirty thought like that... it seems so much like cheating on Lily, that I feel guilty. So first, I need to have a different fantasy.",Marshall
05x02,Bad news. Lily has a rare and fatal hiccup disorder that's apparently medical illegitimate.,Doctor
05x02,What?! How could this be?!,Marshall 
05x02,"Beats me, but it says it right here on this doctor clipboard that doctors have.",Doctor
05x02,"It's time, baby.",Lily
05x02,I will never love again.,Marshall
05x02,"No,Marshall, you must. And after an appropriate number of years, you should find someone else. Someone like that busty delivery girl from that one time. And plow her like a cornfield.",Lily
05x02,"And so,Marshall, to honour Lily, you must find that busty delivery girl from that one time and plow her like a cornfield.",Priest
05x02,Delivery for Marshall Eriksen.,Delivery girl
05x02,Where do I sign?,Marshall
05x02,"And then watch out, because it is on!",Marshall
05x02,"That is the saddest thing I've ever heard. Dude, Lily gets you in real life She has no business in your fantasies.",Barney
05x02,"It's all I know, okay? I can't, I can't help it.",Marshall
05x02,"I accept your invitation. Marshall Eriksen, from this day forward, I will be the wingman of your mind. Now, focus on the next dancer. Put Lily completely out of your mind.",Barney
05x02,"Gentlemen, say hello J-J-J-Jasmine.",Voice
05x02,Barney? Is it just me or does that stripper look exactly like...?,Marsahll
05x02,"Ted, we found a stripper who looks exactly like Lily!",Barney
05x02,"Yeah, I can't talk right now.",Ted
05x02,"I'm speechless, too. Everything's as perky as we've always imagined!",Barney
05x02,Stop looking at her.,Marshall
05x02,"Uh, look, I got to go. Take a picture.",Ted
05x02,"Oh, I will. But first, I'm going to makeMarshall watch as I wedge Ulysses S. Grant between his wife's tatas.",Barney
05x02,I'll kll you!,Marshall
05x02,Sorry about that.,Ted
05x02,"So, any thoughts on food?",Jen
05x02,"Yeah, do you wanna share the oysters?",Ted
05x02,I would love to share the oysters.,Jen
05x02,Good. 'Cause if you didn't......that would be mighty shellfish.,Ted
05x02,"Wow, that's bad.",Jen
05x02,That's why it's funny!,Ted
05x02,We've been on this date before.,Ted and Jen
05x02,We've been on this exact blind date before.,Ted
05x02,In this exact same restaurant.,Jen
05x02,"Correct me if I'm wrong, but I don't think that blind date went too well.",Ted
05x02,Me neither. I remember thinking that you were a little snobby.,Jen
05x02,"Wait, you... You dressur cats up in weird costumes.",Ted
05x02,"They're not weird. See, you're being snobby again.",Jen
05x02,"Oh, my God. Do you realize what this means? Since our first date, we've done a complete lap of all the single people inNew York only to end up back here, with each other.",Ted
05x02,"Whoa. We're going to die alone, aren't we?",Jen
05x02,"Well, you've got your cats.",Ted
05x02,This is insane.,Jen
05x02,"Wait, I got to ask. Why did you think I was snobby?",Ted
05x02,"Wait... Okay... yeah, we were sitting over there...",Jen
05x02,"Main Lobster. They spelled Maine without the e. Good to know we're not getting the crappy understudy lobsters, right? Tonight, the role of pound-and-a-half lobster will be played by...",Ted
05x02,"I get it, Ted.",Jen
05x02,Pointing out spelling errors in a menu makes you seem kind of snooty.,Jen
05x02,Huh. I had no idea.,Ted
05x02,"Okay, well, what about me? Aside from the cats, how did I come across?",Jen
05x02,"That's right-- the check. The check came and, of course, I was going to pay, but you didn't do the check dance.",Ted
05x02,Huh. I had no idea.,Jen
05x02,"This is good. We're learning stuff. You know what we should do? We should retrace the rest of that night and figure out what else we do wrong on first dates. 'Cause let's be honest, we are scaring people off, Jen.",Ted
05x02,"We really are. Okay, I'm in.",Jen
05x02,Great.,Ted
05x02,Where'd we go next?,Jen
05x02,I think we went to MacLaren's.,Ted
05x02,Okay.,Jen
05x02,"Hey, I didn't really talk about my cats that much, did I?",Jen
05x02,"And then, there's Tabby-gail Adams, the jester of the group.",Jen
05x02,Tone down the kitty talk. Check.,Jen
05x02,You will not believe who we saw tonight.,Barney
05x02,"Dude, um...",Marshall
05x02,We saw the third doppelganger!,Barney
05x02,I should explain. Over the years we had spotted two strangers who looked exactly like,Ted 
05x02,"Hey, hey, hey, hey!",Barney
05x02,Lesbian Robin.,Ted 
05x02,"And Moustache Marshall. By the following summer, we would find the remaining two doppelgangers. But I'll get to that.",Ted 
05x02,"Ladies, meet Stripper Lily.",Barney
05x02,Oh!,Lily
05x02,"Yeah, I couldn't get her face in it. But she looks just like you.",Barney
05x02,So you went to a strip club?,Lily
05x02,Busted.,Barney
05x02,And there was a stripper who looked exactly like me?,Lily
05x02,"Okay, babe, look, before you get mad, let me...",Marshall
05x02,"Awesome! I bet the guys were going crazy. Oh, I bet they wanted to touch her so bad. But all you can do is look, unless you go into the back room, but honey, you got to pay for that.",Lily
05x02,So... Strip club.,Robin
05x02,Marshall made me go.,Barney
05x02,"All right, so what did I do wrong next? Let me have it. I'm here to learn.",Ted
05x02,"Well, I kept telling you I was cold, but you didn't offer me your jacket.",Jen
05x02,"It's a little brisk out tonight, huh?",Jen
05x02,Not really.,Ted
05x02,Really? I can't feel my fingers.,Jen
05x02,I'm pretty impervious to stuff like that.,Ted
05x02,I couldn't admit I was cold. I didn't want to seem like a wimp compared to your action hero ex-boyfriend who you wouldn't stop talking about.,Ted
05x02,"After a day of fighting fires, Jim would love to come home and unwind working on his '68 Camaro. That or bare-knuck boxing, which he learned in the Marine Corps.",Jen
05x02,I had an aunt in the Coast Guard.,Ted
05x02,"Okay, so no talking about the ex. Not even about his shockingly small wiener?",Jen
05x02,See? Why didn't you lead off with that?,Ted
05x02,Was there a shower on stage? Sometimes there's a shower on stage. I bet stripper me would get in there with another girl and just go bananas.,Lily
05x02,"See,Marshall? We got to have a bros' night at a strip club and both of our ladies are totally cool with it.",Barney
05x02,I'm not cool with it.,Robin
05x02,Because they understand that it's healthy for us to do that from time to time.,Barney
05x02,It's disgusting.,Robin
05x02,Because it's harmless.,Barney
05x02,Did one of your whores tell you that?,Robin
05x02,"And, Lil,Marshall shouldn't have to go to so much trouble just to have an innocent fantasy.",Barney
05x02,Trouble? What trouble?,Lily
05x02,"It's, no, it's nothing.",Marshall
05x02,"Marshall, tell her. We're all friends here.",Barney
05x02,"No, we're not.",Robin
05x02,"Lily, Sometimes I think about other women. Okay, it happens. But even when I do, I feel so guilty that I have to imagine you... passing away first, because even in a fantasy world, I could never cheat on you. You're... you're just my life, baby. And I love you.",Marshall
05x02,"You kll me off?! I mean, fantasize about other girls all you want, but could you maybe not mrder me?!",Lily
05x02,"mrder?! No! I, baby-no. You develop a chronic illness! I spare no expense for your care! I even stand up a foundation in your name. We're, like, this close to a cure.",Marshall
05x02,Remember?,Ted
05x02,"Oh, yeah! I do remember. We went in here for a drink with your friends. Who I loved... Or hated, depending on whether you're still friends with them.",Jen
05x02,You loved them.,Ted
05x02,"They're family, Ted.",Jen
05x02,"Let's go in and see what they remember. And they are my best friends, so don't be surprised if they suddenly can't think of anything I do wrong.",Ted
05x02,Did he juggle? Bad puns? Mmm. Expect a standing ovation for picking up a 19 check,Robin
05x02,"Oh, let's not forget the menu typo gold mine. Keep pannin' that river, buddy.",Lily
05x02,"Well, it is a lot cheaper than buying a condom. Oh!",Marshall
05x02,Actually you know what it was? I remember him coming across as kind of a player.,Jen
05x02,Me?,Ted
05x02,Ted?,All the other
05x02,Yeah. We were all sitting over there...,Jen
05x02,"And here's a picture of my cats dressed up like Batman villains. You got the Joker, the Riddler, Mr. Freeze...",Jen
05x02,What about Cat Woman?,Lily
05x02,"Yeah, that would've been good.",Jen
05x02,Psst! Ted!,Barney
05x02,Nice.,Ted
05x02,"Wait, wait, wait, no, no, no! I remember that. I was not checking out a girl.",Ted
05x02,Nice.,Ted
05x02,We were checking out Moustache Marshall.,Ted
05x02,Ah...,The other
05x02,"Gosh, I thought you were such a jerk. I'm so sorry.",Jen
05x02,"Yeah, well, it's nice to know past me wasn't a total jackass, huh?",Ted
05x02,"Present you isn't so bad, either.",Jen
05x02,Thank you very much.,Jen
05x02,You got it.,Ted
05x02,"Yes. Oh, yeah! I remember this.",Jen
05x02,"...and there's theChryslerBuilding. And the Empire State Building. And at 12:00, a rotund couple going at it against the glass.",Ted
05x02,"Aww... That's kind of sweet. Oh, look. Snack break.",Jen
05x02,"Good for them. Letting a guy eat pizza off your back, that's love. So, um... I know this wasn't the best",Ted
05x02,"Me, too.",Jen
05x02,That was really great. Wh... What went wrong?,Ted
05x02,I remember now.,Jen
05x02,Wow.,Jen
05x02,"Yeah. So would you maybe, um... want to go out again?",Ted
05x02,"Yeah, I, I would. Will you call me?",Jen
05x02,Absolutely.,Ted
05x02,Promise?,Jen
05x02,Promise.,Ted
05x02,I have been so busy.,Ted
05x02,"Good night, Ted.",Jen
05x02,Hello?,Jen
05x02,"Jen, I sorry. Look, I know I'm seven years late with this call, but I was an idiot back then. You saw the goatee. The truth is, I had a great time tonight, and I'd love to see you again.",Ted
05x02,"Ted, there are two kinds of guys. The guys that you want to call you, who don't; and the guys you don't want to call you, who always do. And somehow, right now, you're both.",Jen
05x02,"Baby... You should be able to fantasize about another woman without feeling guilty, or you know, klling me off.",Lily
05x02,"I wish that I could, but I've been doing this for so long, I'm all confused about death and sx. It's gotten to the pot where every time I drive past a cemetery, I'm sportin' a partial.",Marhsall
05x02,"All right, we got to fix this.",Lily
05x02,"Okay, when Stripper Lily gets out here, you have my permission to fantasize about her. And since she's basically me, maybe you won't feel guilty.",Lily
05x02,"Thanks, baby. I'm-I'm so lucky I have you. And stripper you.",Marshall
05x02,Bring out Stripper Lily!,Lily
05x02,"You know, I don't come here that much.",Barney
05x02,"Hey, Barney. He's the usual and I'll send over the other usual as soon as she's done stretching.",Waitress
05x02,"Thank you, kindly stranger.",Barney
05x02,"Ladies and gentlemen... Oh, hey, Barney. Didn't see you come in. I'll load up some AC DC for you, buddy. Ladies and gentlemen, please put your hands together for J-J-Jasmine.",Voice
05x02,"I am hot! Oh, crawl for it, stripper me.I is awesome. Baby, can I get another hundred?",Lily
